0.0,0.007760372636422493,0.055929526531358166,0.2674548622553057,1.0
0.0,0.00015858370284444376,0.0011428525883803167,0.005465144735910543,0.0204347264227119,0.06423424944696743,0.17696387291067292,0.43906283210066943,1.0
0.0,1.4439992333682227e-06,1.0405201765193633e-05,4.97550044024464e-05,0.00018603209611789634,0.0005847562231341179,0.001610962349688481,0.0039968925687094954,0.009103169873622828,0.019303795651593483,0.03852889876335848,0.07300236881439234,0.13221440227315323,0.23017164607801235,0.386970093856586,0.6307382145592818,0.9999999999999999
0.0,1.7821694899006708e-08,1.0589609564452402e-07,4.5334499679833594e-07,1.5700287167418621e-06,4.6595624489028604e-06,1.2272085014786901e-05,2.936556853266069e-05,6.492821979685803e-05,0.00013433823796949064,0.00026265933385620244,0.000489091130458272,0.0008728130799972175,0.001500479068625569,0.0024956376154214046,0.004030369642056447,0.006339452293134264,0.009737373298371599,0.014638535942719817,0.021581009893505206,0.031254197960723505,0.04453080336797993,0.06250349631301878,0.08652669252094086,0.11826387015953754,0.15974086491176548,0.2134055961979801,0.282194690518832,0.3696074806473474,0.47978787192611566,0.6176145791938444,0.7888002498301963,0.9999999999999999
0.0,2.053184779635806e-09,6.707247169067074e-09,1.8801187311707593e-08,4.718602057972637e-08,1.0831978817989475e-07,2.3107338432350696e-07,4.636056433375382e-07,8.829551289747443e-07,1.60807155397816e-06,2.8171240188970284e-06,4.770041575381985e-06,7.837363960390414e-06,1.2536605872571185e-05,1.9577466176395073e-05,2.99173433330773e-05,4.482874966708469e-05,6.598034935406158e-05,9.553347789542982e-05,0.00013625613401786535,0.0001916565681424925,0.000266138724592339,0.00036518192736777384,0.0004955473314720108,0.0006655137932924719,0.0008851459443459447,0.0011665973826977345,0.0015244520255153727,0.0019761067944675764,0.0025421989330021034,0.003247081380911075,0.004119349757009043,0.005192424625193033,0.0065051928426569025,0.00810271191155098,0.010036981376984944,0.0123677854349462,0.015163611033444976,0.018502645869106202,0.022473860799436834,0.02717818130819175,0.03272975277759871,0.0392573044369066,0.04690561697129966,0.05583709888967712,0.06623347686274561,0.0782976053555974,0.09225540099098503,0.10835790718972017,0.1268834947461548,0.14814020410417478,0.17246823520805932,0.2002425909094251,0.23187588001486598,0.26782128616478834,0.30857570883011926,0.3546830828142114,0.40673788273753164,0.4653888190744047,0.5313427323836565,0.605368692456179,0.6883023091597195,0.7810502618012879,0.8845950538688284,0.9999999999999999
